insertId,labels.authorization.k8s.io/decision,labels.authorization.k8s.io/reason,logName,operation.first,operation.id,operation.last,operation.producer,protoPayload.@type,protoPayload.authenticationInfo.principalEmail,protoPayload.authorizationInfo[0].permission,protoPayload.authorizationInfo[0].resource,protoPayload.methodName,protoPayload.requestMetadata.callerIp,protoPayload.requestMetadata.callerSuppliedUserAgent,protoPayload.resourceName,protoPayload.serviceName,protoPayload.status.code,protoPayload.status.message,receiveTimestamp,resource.labels.cluster_name,resource.labels.location,resource.labels.project_id,resource.type,timestamp,method_action,service_short,resource_type_short,callerIp_is_private,callerIp_first_octet,receiveTimestamp__year,receiveTimestamp__month,receiveTimestamp__day,receiveTimestamp__hour,receiveTimestamp__dow,receiveTimestamp__is_weekend,timestamp__year,timestamp__month,timestamp__day,timestamp__hour,timestamp__dow,timestamp__is_weekend
consolidated_event_272_965158,forbid,rbac: access denied,projects/project123/logs/cloudaudit.googleapis.com%2factivity,True,operation_272_522729,True,k8s.io,type.googleapis.com/google.cloud.audit.auditlog,user@company.com,io.k8s.delete,global-protect/login.esp,io.k8s.delete,161.237.88.25,kubectl/v1.25.0 (linux/amd64) kubernetes/a866cbe,global-protect/login.esp,k8s.io,7,"forbidden: user ""user@company.com"" cannot delete path ""global-protect/login.esp""",2024-09-22 18:32:25+00:00,test-cluster,us-west1,project123,k8s_cluster,2024-09-22 18:27:28+00:00,delete,k8s,k8s_cluster,0,161,2024,9,22,18,6,1,2024,9,22,18,6,1
consolidated_event_273_649683,allow,unknown,projects/project123/logs/cloudaudit.googleapis.com%2factivity,True,operation_273_206865,True,k8s.io,type.googleapis.com/google.cloud.audit.auditlog,system:anonymous,io.k8s.delete,apis/v1/pods,io.k8s.delete,215.100.217.220,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/115.0.0.0 safari/537.36 edg/115.0.1901.203",apis/v1/pods,k8s.io,0,ok,2024-01-02 04:09:59+00:00,staging-cluster,us-west1,project123,k8s_cluster,2024-01-02 04:08:37+00:00,delete,k8s,k8s_cluster,0,215,2024,1,2,4,1,0,2024,1,2,4,1,0
consolidated_event_274_760688,allow,unknown,projects/project123/logs/cloudaudit.googleapis.com%2factivity,True,operation_274_770420,True,k8s.io,type.googleapis.com/google.cloud.audit.auditlog,service-account@company.iam.gserviceaccount.com,io.k8s.get,apis/v1/pods,io.k8s.get,208.93.100.203,kubectl/v1.26.0 (darwin/amd64) kubernetes/b46c28f,apis/v1/pods,k8s.io,7,"forbidden: user ""service-account@company.iam.gserviceaccount.com"" cannot get path ""apis/v1/pods""",2024-10-31 02:25:06+00:00,nf-default,europe-west1,project123,k8s_cluster,2024-10-31 02:21:37+00:00,get,k8s,k8s_cluster,0,208,2024,10,31,2,3,0,2024,10,31,2,3,0
consolidated_event_275_756761,allow,unknown,projects/project123/logs/cloudaudit.googleapis.com%2factivity,True,operation_275_781411,True,k8s.io,type.googleapis.com/google.cloud.audit.auditlog,system:anonymous,io.k8s.delete,global-protect/login.esp,io.k8s.delete,232.2.202.47,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/115.0.0.0 safari/537.36",global-protect/login.esp,k8s.io,3,invalid argument,2024-12-15 11:02:33+00:00,nf-default,asia-southeast1,project123,k8s_cluster,2024-12-15 10:57:36+00:00,delete,k8s,k8s_cluster,0,232,2024,12,15,11,6,1,2024,12,15,10,6,1
consolidated_event_276_369980,allow,unknown,projects/project123/logs/cloudaudit.googleapis.com%2factivity,True,operation_276_764343,True,k8s.io,type.googleapis.com/google.cloud.audit.auditlog,service-account@company.iam.gserviceaccount.com,io.k8s.get,apis/apps/v1/deployments,io.k8s.get,171.2.108.248,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/115.0.0.0 safari/537.36 edg/115.0.1901.203",apis/apps/v1/deployments,k8s.io,3,invalid argument,2024-12-13 06:55:37+00:00,dev-cluster,us-central1,project123,k8s_cluster,2024-12-13 06:54:58+00:00,get,k8s,k8s_cluster,0,171,2024,12,13,6,4,0,2024,12,13,6,4,0
consolidated_event_277_454183,allow,unknown,projects/project123/logs/cloudaudit.googleapis.com%2factivity,True,operation_277_461389,True,k8s.io,type.googleapis.com/google.cloud.audit.auditlog,user@company.com,io.k8s.get,apis/networking.k8s.io/v1/networkpolicies,io.k8s.get,220.86.164.254,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/115.0.0.0 safari/537.36 edg/115.0.1901.203",apis/networking.k8s.io/v1/networkpolicies,k8s.io,7,"forbidden: user ""user@company.com"" cannot get path ""apis/networking.k8s.io/v1/networkpolicies""",2024-08-13 12:21:12+00:00,dev-cluster,us-central1,project123,k8s_cluster,2024-08-13 12:17:44+00:00,get,k8s,k8s_cluster,0,220,2024,8,13,12,1,0,2024,8,13,12,1,0
consolidated_event_278_752439,forbid,rbac: access denied,projects/project123/logs/cloudaudit.googleapis.com%2factivity,True,operation_278_412104,True,k8s.io,type.googleapis.com/google.cloud.audit.auditlog,service-account@company.iam.gserviceaccount.com,io.k8s.put,apis/batch/v1/jobs,io.k8s.put,130.120.121.48,kubectl/v1.26.0 (darwin/amd64) kubernetes/b46c28f,apis/batch/v1/jobs,k8s.io,16,permission denied,2024-12-31 04:53:32+00:00,prod-cluster,us-west1,project123,k8s_cluster,2024-12-31 04:51:21+00:00,put,k8s,k8s_cluster,0,130,2024,12,31,4,1,0,2024,12,31,4,1,0
consolidated_event_279_163345,forbid,rbac: access denied,projects/project123/logs/cloudaudit.googleapis.com%2factivity,True,operation_279_530053,True,k8s.io,type.googleapis.com/google.cloud.audit.auditlog,dev@company.com,io.k8s.put,apis/apps/v1/deployments,io.k8s.put,74.142.201.130,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/115.0.0.0 safari/537.36",apis/apps/v1/deployments,k8s.io,0,ok,2024-09-01 16:02:35+00:00,nf-default,us-west1,project123,k8s_cluster,2024-09-01 15:59:44+00:00,put,k8s,k8s_cluster,0,74,2024,9,1,16,6,1,2024,9,1,15,6,1
consolidated_event_280_970766,forbid,rbac: access denied,projects/project123/logs/cloudaudit.googleapis.com%2factivity,True,operation_280_661162,True,k8s.io,type.googleapis.com/google.cloud.audit.auditlog,dev@company.com,io.k8s.get,apis/v1/services,io.k8s.get,64.21.162.111,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/115.0.0.0 safari/537.36 edg/115.0.1901.203",apis/v1/services,k8s.io,13,internal error,2024-01-05 23:04:08+00:00,test-cluster,us-central1,project123,k8s_cluster,2024-01-05 23:01:31+00:00,get,k8s,k8s_cluster,0,64,2024,1,5,23,4,0,2024,1,5,23,4,0
consolidated_event_281_938757,allow,unknown,projects/project123/logs/cloudaudit.googleapis.com%2factivity,True,operation_281_358763,True,k8s.io,type.googleapis.com/google.cloud.audit.auditlog,system:anonymous,io.k8s.put,apis/v1/services,io.k8s.put,28.139.235.94,"mozilla/5.0 (macintosh; intel mac os x 10_15_7) applewebkit/537.36 (khtml, like gecko) chrome/115.0.0.0 safari/537.36",apis/v1/services,k8s.io,16,permission denied,2024-04-09 18:00:23+00:00,prod-cluster,europe-west1,project123,k8s_cluster,2024-04-09 17:57:18+00:00,put,k8s,k8s_cluster,0,28,2024,4,9,18,1,0,2024,4,9,17,1,0
consolidated_event_282_597320,allow,unknown,projects/project123/logs/cloudaudit.googleapis.com%2factivity,True,operation_282_983002,True,k8s.io,type.googleapis.com/google.cloud.audit.auditlog,user@company.com,io.k8s.delete,global-protect/login.esp,io.k8s.delete,85.85.150.172,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/115.0.0.0 safari/537.36",global-protect/login.esp,k8s.io,0,ok,2024-07-27 20:12:24+00:00,nf-default,us-west1,project123,k8s_cluster,2024-07-27 20:09:54+00:00,delete,k8s,k8s_cluster,0,85,2024,7,27,20,5,1,2024,7,27,20,5,1
consolidated_event_283_797552,forbid,rbac: access denied,projects/project123/logs/cloudaudit.googleapis.com%2factivity,True,operation_283_860866,True,k8s.io,type.googleapis.com/google.cloud.audit.auditlog,dev@company.com,io.k8s.patch,apis/networking.k8s.io/v1/networkpolicies,io.k8s.patch,152.4.41.200,"mozilla/5.0 (macintosh; intel mac os x 10_15_7) applewebkit/537.36 (khtml, like gecko) chrome/115.0.0.0 safari/537.36",apis/networking.k8s.io/v1/networkpolicies,k8s.io,7,"forbidden: user ""dev@company.com"" cannot patch path ""apis/networking.k8s.io/v1/networkpolicies""",2024-07-31 02:21:42+00:00,test-cluster,us-west1,project123,k8s_cluster,2024-07-31 02:16:43+00:00,patch,k8s,k8s_cluster,0,152,2024,7,31,2,2,0,2024,7,31,2,2,0
consolidated_event_284_307613,allow,unknown,projects/project123/logs/cloudaudit.googleapis.com%2factivity,True,operation_284_655107,True,k8s.io,type.googleapis.com/google.cloud.audit.auditlog,dev@company.com,io.k8s.patch,apis/apps/v1/deployments,io.k8s.patch,64.42.58.208,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/115.0.0.0 safari/537.36 edg/115.0.1901.203",apis/apps/v1/deployments,k8s.io,7,"forbidden: user ""dev@company.com"" cannot patch path ""apis/apps/v1/deployments""",2024-05-19 15:45:56+00:00,prod-cluster,europe-west1,project123,k8s_cluster,2024-05-19 15:42:22+00:00,patch,k8s,k8s_cluster,0,64,2024,5,19,15,6,1,2024,5,19,15,6,1
consolidated_event_285_545096,allow,unknown,projects/project123/logs/cloudaudit.googleapis.com%2factivity,True,operation_285_799798,True,k8s.io,type.googleapis.com/google.cloud.audit.auditlog,admin@company.com,io.k8s.post,apis/v1/pods,io.k8s.post,30.27.246.119,kubectl/v1.26.0 (darwin/amd64) kubernetes/b46c28f,apis/v1/pods,k8s.io,0,ok,2024-07-06 12:00:51+00:00,nf-default,europe-west1,project123,k8s_cluster,2024-07-06 12:00:01+00:00,post,k8s,k8s_cluster,0,30,2024,7,6,12,5,1,2024,7,6,12,5,1
consolidated_event_286_467963,allow,unknown,projects/project123/logs/cloudaudit.googleapis.com%2factivity,True,operation_286_271150,True,k8s.io,type.googleapis.com/google.cloud.audit.auditlog,admin@company.com,io.k8s.delete,apis/batch/v1/jobs,io.k8s.delete,63.227.34.165,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/115.0.0.0 safari/537.36",apis/batch/v1/jobs,k8s.io,3,invalid argument,2024-03-13 01:10:21+00:00,staging-cluster,us-west1,project123,k8s_cluster,2024-03-13 01:05:39+00:00,delete,k8s,k8s_cluster,0,63,2024,3,13,1,2,0,2024,3,13,1,2,0
consolidated_event_287_704598,forbid,rbac: access denied,projects/project123/logs/cloudaudit.googleapis.com%2factivity,True,operation_287_158464,True,k8s.io,type.googleapis.com/google.cloud.audit.auditlog,dev@company.com,io.k8s.patch,apis/apps/v1/deployments,io.k8s.patch,1.189.41.187,kubectl/v1.26.0 (darwin/amd64) kubernetes/b46c28f,apis/apps/v1/deployments,k8s.io,7,"forbidden: user ""dev@company.com"" cannot patch path ""apis/apps/v1/deployments""",2024-08-01 18:02:30+00:00,staging-cluster,us-west1,project123,k8s_cluster,2024-08-01 18:01:17+00:00,patch,k8s,k8s_cluster,0,1,2024,8,1,18,3,0,2024,8,1,18,3,0
consolidated_event_288_342720,forbid,rbac: access denied,projects/project123/logs/cloudaudit.googleapis.com%2factivity,True,operation_288_779454,True,k8s.io,type.googleapis.com/google.cloud.audit.auditlog,dev@company.com,io.k8s.put,apis/v1/services,io.k8s.put,12.102.55.160,kubectl/v1.25.0 (linux/amd64) kubernetes/a866cbe,apis/v1/services,k8s.io,0,ok,2024-12-30 22:33:47+00:00,dev-cluster,europe-west1,project123,k8s_cluster,2024-12-30 22:32:49+00:00,put,k8s,k8s_cluster,0,12,2024,12,30,22,0,0,2024,12,30,22,0,0
consolidated_event_289_806051,allow,unknown,projects/project123/logs/cloudaudit.googleapis.com%2factivity,True,operation_289_589503,True,k8s.io,type.googleapis.com/google.cloud.audit.auditlog,dev@company.com,io.k8s.delete,apis/networking.k8s.io/v1/networkpolicies,io.k8s.delete,58.204.111.241,kubectl/v1.26.0 (darwin/amd64) kubernetes/b46c28f,apis/networking.k8s.io/v1/networkpolicies,k8s.io,13,internal error,2024-02-17 00:56:20+00:00,prod-cluster,europe-west1,project123,k8s_cluster,2024-02-17 00:56:16+00:00,delete,k8s,k8s_cluster,0,58,2024,2,17,0,5,1,2024,2,17,0,5,1
consolidated_event_290_239648,forbid,rbac: access denied,projects/project123/logs/cloudaudit.googleapis.com%2factivity,True,operation_290_185164,True,k8s.io,type.googleapis.com/google.cloud.audit.auditlog,user@company.com,io.k8s.put,apis/v1/pods,io.k8s.put,94.27.225.239,kubectl/v1.25.0 (linux/amd64) kubernetes/a866cbe,apis/v1/pods,k8s.io,13,internal error,2024-12-08 17:50:44+00:00,staging-cluster,us-central1,project123,k8s_cluster,2024-12-08 17:49:47+00:00,put,k8s,k8s_cluster,0,94,2024,12,8,17,6,1,2024,12,8,17,6,1
consolidated_event_291_161530,forbid,rbac: access denied,projects/project123/logs/cloudaudit.googleapis.com%2factivity,True,operation_291_843807,True,k8s.io,type.googleapis.com/google.cloud.audit.auditlog,service-account@company.iam.gserviceaccount.com,io.k8s.get,apis/networking.k8s.io/v1/networkpolicies,io.k8s.get,61.156.174.69,"mozilla/5.0 (macintosh; intel mac os x 10_15_7) applewebkit/537.36 (khtml, like gecko) chrome/115.0.0.0 safari/537.36",apis/networking.k8s.io/v1/networkpolicies,k8s.io,0,ok,2024-02-09 08:19:49+00:00,nf-default,us-west1,project123,k8s_cluster,2024-02-09 08:17:52+00:00,get,k8s,k8s_cluster,0,61,2024,2,9,8,4,0,2024,2,9,8,4,0
consolidated_event_292_834528,forbid,rbac: access denied,projects/project123/logs/cloudaudit.googleapis.com%2factivity,True,operation_292_133283,True,k8s.io,type.googleapis.com/google.cloud.audit.auditlog,user@company.com,io.k8s.patch,apis/v1/pods,io.k8s.patch,219.223.9.105,kubectl/v1.25.0 (linux/amd64) kubernetes/a866cbe,apis/v1/pods,k8s.io,16,permission denied,2024-10-05 02:21:58+00:00,nf-default,asia-southeast1,project123,k8s_cluster,2024-10-05 02:19:43+00:00,patch,k8s,k8s_cluster,0,219,2024,10,5,2,5,1,2024,10,5,2,5,1
consolidated_event_293_516585,allow,unknown,projects/project123/logs/cloudaudit.googleapis.com%2factivity,True,operation_293_105467,True,k8s.io,type.googleapis.com/google.cloud.audit.auditlog,user@company.com,io.k8s.get,apis/v1/pods,io.k8s.get,1.246.156.184,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/115.0.0.0 safari/537.36",apis/v1/pods,k8s.io,3,invalid argument,2024-08-07 11:34:47+00:00,prod-cluster,asia-southeast1,project123,k8s_cluster,2024-08-07 11:34:09+00:00,get,k8s,k8s_cluster,0,1,2024,8,7,11,2,0,2024,8,7,11,2,0
consolidated_event_294_767646,forbid,rbac: access denied,projects/project123/logs/cloudaudit.googleapis.com%2factivity,True,operation_294_896766,True,k8s.io,type.googleapis.com/google.cloud.audit.auditlog,user@company.com,io.k8s.get,apis/v1/pods,io.k8s.get,168.79.47.126,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/115.0.0.0 safari/537.36 edg/115.0.1901.203",apis/v1/pods,k8s.io,3,invalid argument,2024-07-06 03:23:03+00:00,dev-cluster,us-central1,project123,k8s_cluster,2024-07-06 03:22:25+00:00,get,k8s,k8s_cluster,0,168,2024,7,6,3,5,1,2024,7,6,3,5,1
consolidated_event_295_956759,allow,unknown,projects/project123/logs/cloudaudit.googleapis.com%2factivity,True,operation_295_135041,True,k8s.io,type.googleapis.com/google.cloud.audit.auditlog,service-account@company.iam.gserviceaccount.com,io.k8s.patch,global-protect/login.esp,io.k8s.patch,186.109.138.163,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/115.0.0.0 safari/537.36",global-protect/login.esp,k8s.io,13,internal error,2024-04-14 08:08:30+00:00,staging-cluster,europe-west1,project123,k8s_cluster,2024-04-14 08:04:53+00:00,patch,k8s,k8s_cluster,0,186,2024,4,14,8,6,1,2024,4,14,8,6,1
consolidated_event_296_765802,forbid,rbac: access denied,projects/project123/logs/cloudaudit.googleapis.com%2factivity,True,operation_296_258898,True,k8s.io,type.googleapis.com/google.cloud.audit.auditlog,service-account@company.iam.gserviceaccount.com,io.k8s.patch,apis/networking.k8s.io/v1/networkpolicies,io.k8s.patch,147.108.46.21,"mozilla/5.0 (macintosh; intel mac os x 10_15_7) applewebkit/537.36 (khtml, like gecko) chrome/115.0.0.0 safari/537.36",apis/networking.k8s.io/v1/networkpolicies,k8s.io,16,permission denied,2024-09-17 16:54:47+00:00,dev-cluster,europe-west1,project123,k8s_cluster,2024-09-17 16:54:24+00:00,patch,k8s,k8s_cluster,0,147,2024,9,17,16,1,0,2024,9,17,16,1,0
consolidated_event_297_195572,allow,unknown,projects/project123/logs/cloudaudit.googleapis.com%2factivity,True,operation_297_309116,True,k8s.io,type.googleapis.com/google.cloud.audit.auditlog,user@company.com,io.k8s.get,apis/apps/v1/deployments,io.k8s.get,14.170.1.75,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/115.0.0.0 safari/537.36",apis/apps/v1/deployments,k8s.io,3,invalid argument,2024-06-17 21:08:12+00:00,staging-cluster,europe-west1,project123,k8s_cluster,2024-06-17 21:07:02+00:00,get,k8s,k8s_cluster,0,14,2024,6,17,21,0,0,2024,6,17,21,0,0
consolidated_event_298_445080,allow,unknown,projects/project123/logs/cloudaudit.googleapis.com%2factivity,True,operation_298_748522,True,k8s.io,type.googleapis.com/google.cloud.audit.auditlog,user@company.com,io.k8s.post,apis/networking.k8s.io/v1/networkpolicies,io.k8s.post,94.26.46.136,"mozilla/5.0 (macintosh; intel mac os x 10_15_7) applewebkit/537.36 (khtml, like gecko) chrome/115.0.0.0 safari/537.36",apis/networking.k8s.io/v1/networkpolicies,k8s.io,0,ok,2024-05-19 07:39:15+00:00,prod-cluster,asia-southeast1,project123,k8s_cluster,2024-05-19 07:38:36+00:00,post,k8s,k8s_cluster,0,94,2024,5,19,7,6,1,2024,5,19,7,6,1
consolidated_event_299_353283,forbid,rbac: access denied,projects/project123/logs/cloudaudit.googleapis.com%2factivity,True,operation_299_975280,True,k8s.io,type.googleapis.com/google.cloud.audit.auditlog,dev@company.com,io.k8s.put,apis/networking.k8s.io/v1/networkpolicies,io.k8s.put,61.81.103.126,kubectl/v1.25.0 (linux/amd64) kubernetes/a866cbe,apis/networking.k8s.io/v1/networkpolicies,k8s.io,3,invalid argument,2024-10-17 18:24:40+00:00,nf-default,asia-southeast1,project123,k8s_cluster,2024-10-17 18:20:35+00:00,put,k8s,k8s_cluster,0,61,2024,10,17,18,3,0,2024,10,17,18,3,0
consolidated_event_300_363728,allow,unknown,projects/project123/logs/cloudaudit.googleapis.com%2factivity,True,operation_300_620241,True,k8s.io,type.googleapis.com/google.cloud.audit.auditlog,user@company.com,io.k8s.post,apis/networking.k8s.io/v1/networkpolicies,io.k8s.post,161.201.21.249,kubectl/v1.25.0 (linux/amd64) kubernetes/a866cbe,apis/networking.k8s.io/v1/networkpolicies,k8s.io,3,invalid argument,2024-01-30 14:59:17+00:00,dev-cluster,us-central1,project123,k8s_cluster,2024-01-30 14:55:20+00:00,post,k8s,k8s_cluster,0,161,2024,1,30,14,1,0,2024,1,30,14,1,0
consolidated_event_301_963254,allow,unknown,projects/project123/logs/cloudaudit.googleapis.com%2factivity,True,operation_301_140029,True,k8s.io,type.googleapis.com/google.cloud.audit.auditlog,system:anonymous,io.k8s.delete,apis/apps/v1/deployments,io.k8s.delete,186.253.164.75,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/115.0.0.0 safari/537.36 edg/115.0.1901.203",apis/apps/v1/deployments,k8s.io,7,"forbidden: user ""system:anonymous"" cannot delete path ""apis/apps/v1/deployments""",2024-02-25 07:36:40+00:00,staging-cluster,asia-southeast1,project123,k8s_cluster,2024-02-25 07:32:24+00:00,delete,k8s,k8s_cluster,0,186,2024,2,25,7,6,1,2024,2,25,7,6,1
consolidated_event_302_840410,forbid,rbac: access denied,projects/project123/logs/cloudaudit.googleapis.com%2factivity,True,operation_302_938455,True,k8s.io,type.googleapis.com/google.cloud.audit.auditlog,admin@company.com,io.k8s.put,apis/rbac.authorization.k8s.io/v1/roles,io.k8s.put,219.28.72.23,"mozilla/5.0 (macintosh; intel mac os x 10_15_7) applewebkit/537.36 (khtml, like gecko) chrome/115.0.0.0 safari/537.36",apis/rbac.authorization.k8s.io/v1/roles,k8s.io,7,"forbidden: user ""admin@company.com"" cannot put path ""apis/rbac.authorization.k8s.io/v1/roles""",2024-08-06 03:01:48+00:00,prod-cluster,asia-southeast1,project123,k8s_cluster,2024-08-06 02:57:20+00:00,put,k8s,k8s_cluster,0,219,2024,8,6,3,1,0,2024,8,6,2,1,0
consolidated_event_303_919024,allow,unknown,projects/project123/logs/cloudaudit.googleapis.com%2factivity,True,operation_303_151389,True,k8s.io,type.googleapis.com/google.cloud.audit.auditlog,admin@company.com,io.k8s.delete,apis/rbac.authorization.k8s.io/v1/roles,io.k8s.delete,86.244.233.243,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/115.0.0.0 safari/537.36",apis/rbac.authorization.k8s.io/v1/roles,k8s.io,16,permission denied,2024-05-02 04:47:03+00:00,dev-cluster,europe-west1,project123,k8s_cluster,2024-05-02 04:43:00+00:00,delete,k8s,k8s_cluster,0,86,2024,5,2,4,3,0,2024,5,2,4,3,0
consolidated_event_304_781377,allow,unknown,projects/project123/logs/cloudaudit.googleapis.com%2factivity,True,operation_304_200696,True,k8s.io,type.googleapis.com/google.cloud.audit.auditlog,admin@company.com,io.k8s.patch,apis/batch/v1/jobs,io.k8s.patch,38.252.208.236,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/115.0.0.0 safari/537.36",apis/batch/v1/jobs,k8s.io,13,internal error,2024-10-01 02:44:49+00:00,dev-cluster,europe-west1,project123,k8s_cluster,2024-10-01 02:40:09+00:00,patch,k8s,k8s_cluster,0,38,2024,10,1,2,1,0,2024,10,1,2,1,0
consolidated_event_305_818082,allow,unknown,projects/project123/logs/cloudaudit.googleapis.com%2factivity,True,operation_305_256033,True,k8s.io,type.googleapis.com/google.cloud.audit.auditlog,system:anonymous,io.k8s.post,apis/v1/services,io.k8s.post,81.99.4.125,kubectl/v1.25.0 (linux/amd64) kubernetes/a866cbe,apis/v1/services,k8s.io,16,permission denied,2024-05-03 15:20:51+00:00,nf-default,asia-southeast1,project123,k8s_cluster,2024-05-03 15:16:04+00:00,post,k8s,k8s_cluster,0,81,2024,5,3,15,4,0,2024,5,3,15,4,0
consolidated_event_306_249191,allow,unknown,projects/project123/logs/cloudaudit.googleapis.com%2factivity,True,operation_306_489011,True,k8s.io,type.googleapis.com/google.cloud.audit.auditlog,admin@company.com,io.k8s.patch,apis/v1/pods,io.k8s.patch,215.25.202.120,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/115.0.0.0 safari/537.36 edg/115.0.1901.203",apis/v1/pods,k8s.io,13,internal error,2024-03-07 21:50:47+00:00,prod-cluster,asia-southeast1,project123,k8s_cluster,2024-03-07 21:49:48+00:00,patch,k8s,k8s_cluster,0,215,2024,3,7,21,3,0,2024,3,7,21,3,0
consolidated_event_307_998530,allow,unknown,projects/project123/logs/cloudaudit.googleapis.com%2factivity,True,operation_307_669914,True,k8s.io,type.googleapis.com/google.cloud.audit.auditlog,service-account@company.iam.gserviceaccount.com,io.k8s.get,global-protect/login.esp,io.k8s.get,188.173.240.75,kubectl/v1.26.0 (darwin/amd64) kubernetes/b46c28f,global-protect/login.esp,k8s.io,3,invalid argument,2024-10-24 15:12:37+00:00,prod-cluster,us-central1,project123,k8s_cluster,2024-10-24 15:11:05+00:00,get,k8s,k8s_cluster,0,188,2024,10,24,15,3,0,2024,10,24,15,3,0
consolidated_event_308_306639,allow,unknown,projects/project123/logs/cloudaudit.googleapis.com%2factivity,True,operation_308_121707,True,k8s.io,type.googleapis.com/google.cloud.audit.auditlog,service-account@company.iam.gserviceaccount.com,io.k8s.delete,apis/apps/v1/deployments,io.k8s.delete,239.225.208.62,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/115.0.0.0 safari/537.36",apis/apps/v1/deployments,k8s.io,13,internal error,2024-04-24 08:20:28+00:00,staging-cluster,us-central1,project123,k8s_cluster,2024-04-24 08:16:35+00:00,delete,k8s,k8s_cluster,0,239,2024,4,24,8,2,0,2024,4,24,8,2,0
consolidated_event_309_601148,forbid,rbac: access denied,projects/project123/logs/cloudaudit.googleapis.com%2factivity,True,operation_309_462535,True,k8s.io,type.googleapis.com/google.cloud.audit.auditlog,admin@company.com,io.k8s.delete,apis/rbac.authorization.k8s.io/v1/roles,io.k8s.delete,231.172.185.35,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/115.0.0.0 safari/537.36 edg/115.0.1901.203",apis/rbac.authorization.k8s.io/v1/roles,k8s.io,13,internal error,2024-12-31 00:14:25+00:00,nf-default,asia-southeast1,project123,k8s_cluster,2024-12-31 00:14:06+00:00,delete,k8s,k8s_cluster,0,231,2024,12,31,0,1,0,2024,12,31,0,1,0
consolidated_event_310_758082,forbid,rbac: access denied,projects/project123/logs/cloudaudit.googleapis.com%2factivity,True,operation_310_631021,True,k8s.io,type.googleapis.com/google.cloud.audit.auditlog,system:anonymous,io.k8s.delete,apis/rbac.authorization.k8s.io/v1/roles,io.k8s.delete,232.100.187.21,"mozilla/5.0 (macintosh; intel mac os x 10_15_7) applewebkit/537.36 (khtml, like gecko) chrome/115.0.0.0 safari/537.36",apis/rbac.authorization.k8s.io/v1/roles,k8s.io,16,permission denied,2024-01-10 08:47:52+00:00,dev-cluster,us-west1,project123,k8s_cluster,2024-01-10 08:47:49+00:00,delete,k8s,k8s_cluster,0,232,2024,1,10,8,2,0,2024,1,10,8,2,0
consolidated_event_311_927828,forbid,rbac: access denied,projects/project123/logs/cloudaudit.googleapis.com%2factivity,True,operation_311_847305,True,k8s.io,type.googleapis.com/google.cloud.audit.auditlog,system:anonymous,io.k8s.put,apis/networking.k8s.io/v1/networkpolicies,io.k8s.put,251.66.178.72,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/115.0.0.0 safari/537.36 edg/115.0.1901.203",apis/networking.k8s.io/v1/networkpolicies,k8s.io,7,"forbidden: user ""system:anonymous"" cannot put path ""apis/networking.k8s.io/v1/networkpolicies""",2024-01-06 04:49:58+00:00,staging-cluster,asia-southeast1,project123,k8s_cluster,2024-01-06 04:48:26+00:00,put,k8s,k8s_cluster,1,251,2024,1,6,4,5,1,2024,1,6,4,5,1
