insertId,labels.authorization.k8s.io/decision,labels.authorization.k8s.io/reason,logName,operation.first,operation.id,operation.last,operation.producer,protoPayload.@type,protoPayload.authenticationInfo.principalEmail,protoPayload.authorizationInfo[0].permission,protoPayload.authorizationInfo[0].resource,protoPayload.methodName,protoPayload.requestMetadata.callerIp,protoPayload.requestMetadata.callerSuppliedUserAgent,protoPayload.resourceName,protoPayload.serviceName,protoPayload.status.code,protoPayload.status.message,receiveTimestamp,resource.labels.cluster_name,resource.labels.location,resource.labels.project_id,resource.type,timestamp
consolidated_event_232_984093,allow,,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_232_661058,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,service-account@company.iam.gserviceaccount.com,io.k8s.delete,global-protect/login.esp,io.k8s.delete,191.246.130.70,kubectl/v1.26.0 (darwin/amd64) kubernetes/b46c28f,global-protect/login.esp,k8s.io,16,Permission denied,2024-05-31T16:11:05.0000Z,dev-cluster,asia-southeast1,project123,k8s_cluster,2024-05-31T16:07:18.0000Z
consolidated_event_233_154012,forbid,RBAC: access denied,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_233_569454,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,service-account@company.iam.gserviceaccount.com,io.k8s.post,apis/networking.k8s.io/v1/networkpolicies,io.k8s.post,207.34.252.6,kubectl/v1.26.0 (darwin/amd64) kubernetes/b46c28f,apis/networking.k8s.io/v1/networkpolicies,k8s.io,3,Invalid argument,2024-11-11T03:06:44.0000Z,nf-default,asia-southeast1,project123,k8s_cluster,2024-11-11T03:05:27.0000Z
consolidated_event_234_654435,forbid,RBAC: access denied,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_234_518672,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,admin@company.com,io.k8s.post,apis/apps/v1/deployments,io.k8s.post,138.170.124.34,kubectl/v1.26.0 (darwin/amd64) kubernetes/b46c28f,apis/apps/v1/deployments,k8s.io,3,Invalid argument,2024-03-17T23:53:15.0000Z,staging-cluster,europe-west1,project123,k8s_cluster,2024-03-17T23:52:33.0000Z
consolidated_event_235_222693,forbid,RBAC: access denied,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_235_619167,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,dev@company.com,io.k8s.get,apis/rbac.authorization.k8s.io/v1/roles,io.k8s.get,229.60.177.144,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",apis/rbac.authorization.k8s.io/v1/roles,k8s.io,3,Invalid argument,2024-08-30T14:25:08.0000Z,prod-cluster,us-central1,project123,k8s_cluster,2024-08-30T14:23:59.0000Z
consolidated_event_236_694478,allow,,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_236_218254,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,dev@company.com,io.k8s.post,apis/networking.k8s.io/v1/networkpolicies,io.k8s.post,253.182.69.245,kubectl/v1.25.0 (linux/amd64) kubernetes/a866cbe,apis/networking.k8s.io/v1/networkpolicies,k8s.io,7,"forbidden: User ""dev@company.com"" cannot post path ""apis/networking.k8s.io/v1/networkpolicies""",2024-12-05T02:09:25.0000Z,prod-cluster,asia-southeast1,project123,k8s_cluster,2024-12-05T02:08:19.0000Z
consolidated_event_237_366227,forbid,RBAC: access denied,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_237_190486,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,service-account@company.iam.gserviceaccount.com,io.k8s.get,apis/networking.k8s.io/v1/networkpolicies,io.k8s.get,211.81.162.250,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",apis/networking.k8s.io/v1/networkpolicies,k8s.io,13,Internal error,2024-07-10T04:33:56.0000Z,nf-default,us-west1,project123,k8s_cluster,2024-07-10T04:33:47.0000Z
consolidated_event_238_662349,allow,,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_238_642903,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,dev@company.com,io.k8s.get,apis/v1/pods,io.k8s.get,113.70.5.89,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",apis/v1/pods,k8s.io,3,Invalid argument,2024-04-08T00:20:15.0000Z,dev-cluster,us-central1,project123,k8s_cluster,2024-04-08T00:18:36.0000Z
consolidated_event_239_195689,forbid,RBAC: access denied,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_239_257072,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,dev@company.com,io.k8s.post,apis/batch/v1/jobs,io.k8s.post,156.6.5.203,kubectl/v1.25.0 (linux/amd64) kubernetes/a866cbe,apis/batch/v1/jobs,k8s.io,3,Invalid argument,2024-09-07T03:33:45.0000Z,test-cluster,europe-west1,project123,k8s_cluster,2024-09-07T03:29:01.0000Z
consolidated_event_240_938821,forbid,RBAC: access denied,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_240_415402,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,service-account@company.iam.gserviceaccount.com,io.k8s.get,apis/v1/services,io.k8s.get,153.148.12.217,kubectl/v1.25.0 (linux/amd64) kubernetes/a866cbe,apis/v1/services,k8s.io,3,Invalid argument,2024-07-10T02:22:40.0000Z,staging-cluster,asia-southeast1,project123,k8s_cluster,2024-07-10T02:19:11.0000Z
consolidated_event_241_548058,forbid,RBAC: access denied,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_241_583637,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,user@company.com,io.k8s.patch,global-protect/login.esp,io.k8s.patch,199.83.231.159,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36 Edg/115.0.1901.203",global-protect/login.esp,k8s.io,7,"forbidden: User ""user@company.com"" cannot patch path ""global-protect/login.esp""",2024-01-05T15:39:01.0000Z,prod-cluster,us-central1,project123,k8s_cluster,2024-01-05T15:36:18.0000Z
consolidated_event_242_374245,forbid,RBAC: access denied,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_242_767305,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,system:anonymous,io.k8s.delete,apis/rbac.authorization.k8s.io/v1/roles,io.k8s.delete,30.55.102.225,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",apis/rbac.authorization.k8s.io/v1/roles,k8s.io,7,"forbidden: User ""system:anonymous"" cannot delete path ""apis/rbac.authorization.k8s.io/v1/roles""",2024-02-16T17:42:18.0000Z,prod-cluster,europe-west1,project123,k8s_cluster,2024-02-16T17:41:20.0000Z
consolidated_event_243_550807,forbid,RBAC: access denied,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_243_779783,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,admin@company.com,io.k8s.patch,global-protect/login.esp,io.k8s.patch,103.234.120.111,kubectl/v1.26.0 (darwin/amd64) kubernetes/b46c28f,global-protect/login.esp,k8s.io,0,OK,2024-11-23T19:18:02.0000Z,prod-cluster,us-west1,project123,k8s_cluster,2024-11-23T19:16:51.0000Z
consolidated_event_244_569158,forbid,RBAC: access denied,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_244_942890,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,service-account@company.iam.gserviceaccount.com,io.k8s.patch,apis/v1/services,io.k8s.patch,175.50.3.5,kubectl/v1.26.0 (darwin/amd64) kubernetes/b46c28f,apis/v1/services,k8s.io,3,Invalid argument,2024-06-03T17:57:25.0000Z,staging-cluster,europe-west1,project123,k8s_cluster,2024-06-03T17:53:13.0000Z
consolidated_event_245_725368,allow,,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_245_802187,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,admin@company.com,io.k8s.post,apis/v1/pods,io.k8s.post,51.63.69.146,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",apis/v1/pods,k8s.io,0,OK,2024-04-11T06:31:07.0000Z,prod-cluster,asia-southeast1,project123,k8s_cluster,2024-04-11T06:27:51.0000Z
consolidated_event_246_769790,forbid,RBAC: access denied,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_246_767006,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,admin@company.com,io.k8s.put,apis/networking.k8s.io/v1/networkpolicies,io.k8s.put,240.138.56.104,kubectl/v1.26.0 (darwin/amd64) kubernetes/b46c28f,apis/networking.k8s.io/v1/networkpolicies,k8s.io,3,Invalid argument,2024-07-11T19:47:11.0000Z,nf-default,asia-southeast1,project123,k8s_cluster,2024-07-11T19:43:35.0000Z
consolidated_event_247_872058,allow,,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_247_908748,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,admin@company.com,io.k8s.get,global-protect/login.esp,io.k8s.get,59.36.90.125,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36 Edg/115.0.1901.203",global-protect/login.esp,k8s.io,0,OK,2024-09-24T15:29:27.0000Z,nf-default,asia-southeast1,project123,k8s_cluster,2024-09-24T15:24:36.0000Z
consolidated_event_248_700147,allow,,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_248_271281,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,user@company.com,io.k8s.delete,apis/batch/v1/jobs,io.k8s.delete,188.107.235.13,kubectl/v1.26.0 (darwin/amd64) kubernetes/b46c28f,apis/batch/v1/jobs,k8s.io,7,"forbidden: User ""user@company.com"" cannot delete path ""apis/batch/v1/jobs""",2024-09-06T06:42:51.0000Z,nf-default,us-west1,project123,k8s_cluster,2024-09-06T06:41:36.0000Z
consolidated_event_249_394124,allow,,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_249_346390,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,service-account@company.iam.gserviceaccount.com,io.k8s.put,apis/networking.k8s.io/v1/networkpolicies,io.k8s.put,1.132.9.204,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",apis/networking.k8s.io/v1/networkpolicies,k8s.io,0,OK,2024-07-07T00:28:43.0000Z,nf-default,us-central1,project123,k8s_cluster,2024-07-07T00:26:07.0000Z
consolidated_event_250_484655,allow,,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_250_799350,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,dev@company.com,io.k8s.patch,apis/apps/v1/deployments,io.k8s.patch,145.224.225.14,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36 Edg/115.0.1901.203",apis/apps/v1/deployments,k8s.io,7,"forbidden: User ""dev@company.com"" cannot patch path ""apis/apps/v1/deployments""",2024-07-11T16:16:23.0000Z,test-cluster,us-central1,project123,k8s_cluster,2024-07-11T16:15:34.0000Z
consolidated_event_251_679863,forbid,RBAC: access denied,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_251_301122,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,user@company.com,io.k8s.put,apis/networking.k8s.io/v1/networkpolicies,io.k8s.put,143.39.174.227,kubectl/v1.26.0 (darwin/amd64) kubernetes/b46c28f,apis/networking.k8s.io/v1/networkpolicies,k8s.io,0,OK,2024-09-16T08:13:22.0000Z,staging-cluster,us-central1,project123,k8s_cluster,2024-09-16T08:11:08.0000Z
consolidated_event_252_130495,forbid,RBAC: access denied,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_252_280009,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,system:anonymous,io.k8s.post,apis/batch/v1/jobs,io.k8s.post,240.182.227.126,kubectl/v1.26.0 (darwin/amd64) kubernetes/b46c28f,apis/batch/v1/jobs,k8s.io,0,OK,2024-04-20T07:07:37.0000Z,test-cluster,europe-west1,project123,k8s_cluster,2024-04-20T07:06:12.0000Z
consolidated_event_253_375212,allow,,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_253_151896,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,user@company.com,io.k8s.get,apis/v1/pods,io.k8s.get,134.19.131.164,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",apis/v1/pods,k8s.io,13,Internal error,2024-04-01T20:04:36.0000Z,nf-default,us-central1,project123,k8s_cluster,2024-04-01T20:04:30.0000Z
consolidated_event_254_998758,forbid,RBAC: access denied,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_254_397789,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,dev@company.com,io.k8s.patch,apis/batch/v1/jobs,io.k8s.patch,155.75.93.98,kubectl/v1.26.0 (darwin/amd64) kubernetes/b46c28f,apis/batch/v1/jobs,k8s.io,16,Permission denied,2024-07-03T06:57:47.0000Z,prod-cluster,us-west1,project123,k8s_cluster,2024-07-03T06:53:07.0000Z
consolidated_event_255_832281,allow,,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_255_755479,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,dev@company.com,io.k8s.put,apis/rbac.authorization.k8s.io/v1/roles,io.k8s.put,32.99.197.197,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",apis/rbac.authorization.k8s.io/v1/roles,k8s.io,7,"forbidden: User ""dev@company.com"" cannot put path ""apis/rbac.authorization.k8s.io/v1/roles""",2024-09-27T14:21:08.0000Z,staging-cluster,us-west1,project123,k8s_cluster,2024-09-27T14:16:50.0000Z
consolidated_event_256_960619,allow,,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_256_863950,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,system:anonymous,io.k8s.get,global-protect/login.esp,io.k8s.get,198.214.54.84,kubectl/v1.25.0 (linux/amd64) kubernetes/a866cbe,global-protect/login.esp,k8s.io,16,Permission denied,2024-09-30T08:44:23.0000Z,staging-cluster,us-west1,project123,k8s_cluster,2024-09-30T08:40:29.0000Z
consolidated_event_257_657644,allow,,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_257_879350,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,admin@company.com,io.k8s.patch,apis/networking.k8s.io/v1/networkpolicies,io.k8s.patch,136.197.56.49,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",apis/networking.k8s.io/v1/networkpolicies,k8s.io,16,Permission denied,2024-03-20T14:32:52.0000Z,prod-cluster,europe-west1,project123,k8s_cluster,2024-03-20T14:32:34.0000Z
consolidated_event_258_137195,allow,,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_258_343131,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,system:anonymous,io.k8s.patch,apis/v1/services,io.k8s.patch,144.144.248.33,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",apis/v1/services,k8s.io,3,Invalid argument,2024-09-26T04:51:29.0000Z,prod-cluster,us-central1,project123,k8s_cluster,2024-09-26T04:46:47.0000Z
consolidated_event_259_312410,allow,,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_259_886348,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,dev@company.com,io.k8s.put,apis/v1/services,io.k8s.put,6.249.245.247,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36 Edg/115.0.1901.203",apis/v1/services,k8s.io,7,"forbidden: User ""dev@company.com"" cannot put path ""apis/v1/services""",2024-09-28T14:09:51.0000Z,prod-cluster,us-west1,project123,k8s_cluster,2024-09-28T14:07:22.0000Z
consolidated_event_260_205905,forbid,RBAC: access denied,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_260_328851,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,service-account@company.iam.gserviceaccount.com,io.k8s.delete,global-protect/login.esp,io.k8s.delete,83.68.4.6,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36 Edg/115.0.1901.203",global-protect/login.esp,k8s.io,7,"forbidden: User ""service-account@company.iam.gserviceaccount.com"" cannot delete path ""global-protect/login.esp""",2024-11-08T20:06:56.0000Z,dev-cluster,us-central1,project123,k8s_cluster,2024-11-08T20:05:12.0000Z
consolidated_event_261_746890,allow,,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_261_196527,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,system:anonymous,io.k8s.get,global-protect/login.esp,io.k8s.get,163.87.42.69,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",global-protect/login.esp,k8s.io,3,Invalid argument,2024-05-25T11:15:09.0000Z,dev-cluster,us-west1,project123,k8s_cluster,2024-05-25T11:13:14.0000Z
consolidated_event_262_502172,allow,,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_262_656358,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,dev@company.com,io.k8s.patch,global-protect/login.esp,io.k8s.patch,49.215.121.43,kubectl/v1.25.0 (linux/amd64) kubernetes/a866cbe,global-protect/login.esp,k8s.io,13,Internal error,2024-06-21T11:26:28.0000Z,prod-cluster,us-west1,project123,k8s_cluster,2024-06-21T11:25:05.0000Z
consolidated_event_263_291462,allow,,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_263_992586,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,system:anonymous,io.k8s.get,apis/v1/services,io.k8s.get,250.28.191.177,kubectl/v1.25.0 (linux/amd64) kubernetes/a866cbe,apis/v1/services,k8s.io,7,"forbidden: User ""system:anonymous"" cannot get path ""apis/v1/services""",2024-07-04T06:18:29.0000Z,staging-cluster,asia-southeast1,project123,k8s_cluster,2024-07-04T06:15:50.0000Z
consolidated_event_264_391905,forbid,RBAC: access denied,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_264_309727,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,admin@company.com,io.k8s.delete,apis/v1/pods,io.k8s.delete,10.205.49.215,kubectl/v1.26.0 (darwin/amd64) kubernetes/b46c28f,apis/v1/pods,k8s.io,7,"forbidden: User ""admin@company.com"" cannot delete path ""apis/v1/pods""",2024-06-04T03:47:24.0000Z,prod-cluster,us-west1,project123,k8s_cluster,2024-06-04T03:44:50.0000Z
consolidated_event_265_388262,allow,,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_265_389383,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,system:anonymous,io.k8s.put,global-protect/login.esp,io.k8s.put,254.65.14.22,kubectl/v1.26.0 (darwin/amd64) kubernetes/b46c28f,global-protect/login.esp,k8s.io,16,Permission denied,2024-03-03T18:39:07.0000Z,dev-cluster,us-west1,project123,k8s_cluster,2024-03-03T18:36:04.0000Z
consolidated_event_266_968129,forbid,RBAC: access denied,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_266_738751,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,service-account@company.iam.gserviceaccount.com,io.k8s.patch,apis/rbac.authorization.k8s.io/v1/roles,io.k8s.patch,168.141.99.135,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",apis/rbac.authorization.k8s.io/v1/roles,k8s.io,16,Permission denied,2024-06-18T23:14:59.0000Z,test-cluster,us-central1,project123,k8s_cluster,2024-06-18T23:10:01.0000Z
consolidated_event_267_207383,forbid,RBAC: access denied,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_267_268856,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,system:anonymous,io.k8s.post,apis/networking.k8s.io/v1/networkpolicies,io.k8s.post,159.126.52.29,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36 Edg/115.0.1901.203",apis/networking.k8s.io/v1/networkpolicies,k8s.io,7,"forbidden: User ""system:anonymous"" cannot post path ""apis/networking.k8s.io/v1/networkpolicies""",2024-09-28T18:42:37.0000Z,staging-cluster,us-central1,project123,k8s_cluster,2024-09-28T18:40:39.0000Z
consolidated_event_268_563825,forbid,RBAC: access denied,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_268_403961,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,dev@company.com,io.k8s.put,apis/networking.k8s.io/v1/networkpolicies,io.k8s.put,188.163.148.86,kubectl/v1.25.0 (linux/amd64) kubernetes/a866cbe,apis/networking.k8s.io/v1/networkpolicies,k8s.io,16,Permission denied,2024-06-29T14:19:17.0000Z,prod-cluster,asia-southeast1,project123,k8s_cluster,2024-06-29T14:15:10.0000Z
consolidated_event_269_795021,allow,,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_269_841828,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,system:anonymous,io.k8s.post,apis/v1/pods,io.k8s.post,57.101.58.171,kubectl/v1.25.0 (linux/amd64) kubernetes/a866cbe,apis/v1/pods,k8s.io,0,OK,2024-03-16T07:48:53.0000Z,prod-cluster,asia-southeast1,project123,k8s_cluster,2024-03-16T07:44:57.0000Z
consolidated_event_270_318276,allow,,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_270_365834,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,user@company.com,io.k8s.put,global-protect/login.esp,io.k8s.put,148.105.233.18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",global-protect/login.esp,k8s.io,13,Internal error,2024-10-30T16:04:10.0000Z,dev-cluster,europe-west1,project123,k8s_cluster,2024-10-30T16:02:41.0000Z
consolidated_event_271_819899,allow,,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_271_289448,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,admin@company.com,io.k8s.post,apis/networking.k8s.io/v1/networkpolicies,io.k8s.post,73.114.9.120,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",apis/networking.k8s.io/v1/networkpolicies,k8s.io,3,Invalid argument,2024-11-22T19:14:59.0000Z,staging-cluster,us-west1,project123,k8s_cluster,2024-11-22T19:12:13.0000Z
consolidated_event_272_965158,forbid,RBAC: access denied,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_272_522729,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,user@company.com,io.k8s.delete,global-protect/login.esp,io.k8s.delete,161.237.88.25,kubectl/v1.25.0 (linux/amd64) kubernetes/a866cbe,global-protect/login.esp,k8s.io,7,"forbidden: User ""user@company.com"" cannot delete path ""global-protect/login.esp""",2024-09-22T18:32:25.0000Z,test-cluster,us-west1,project123,k8s_cluster,2024-09-22T18:27:28.0000Z
consolidated_event_273_649683,allow,,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_273_206865,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,system:anonymous,io.k8s.delete,apis/v1/pods,io.k8s.delete,215.100.217.220,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36 Edg/115.0.1901.203",apis/v1/pods,k8s.io,0,OK,2024-01-02T04:09:59.0000Z,staging-cluster,us-west1,project123,k8s_cluster,2024-01-02T04:08:37.0000Z
consolidated_event_274_760688,allow,,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_274_770420,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,service-account@company.iam.gserviceaccount.com,io.k8s.get,apis/v1/pods,io.k8s.get,208.93.100.203,kubectl/v1.26.0 (darwin/amd64) kubernetes/b46c28f,apis/v1/pods,k8s.io,7,"forbidden: User ""service-account@company.iam.gserviceaccount.com"" cannot get path ""apis/v1/pods""",2024-10-31T02:25:06.0000Z,nf-default,europe-west1,project123,k8s_cluster,2024-10-31T02:21:37.0000Z
consolidated_event_275_756761,allow,,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_275_781411,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,system:anonymous,io.k8s.delete,global-protect/login.esp,io.k8s.delete,232.2.202.47,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",global-protect/login.esp,k8s.io,3,Invalid argument,2024-12-15T11:02:33.0000Z,nf-default,asia-southeast1,project123,k8s_cluster,2024-12-15T10:57:36.0000Z
consolidated_event_276_369980,allow,,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_276_764343,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,service-account@company.iam.gserviceaccount.com,io.k8s.get,apis/apps/v1/deployments,io.k8s.get,171.2.108.248,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36 Edg/115.0.1901.203",apis/apps/v1/deployments,k8s.io,3,Invalid argument,2024-12-13T06:55:37.0000Z,dev-cluster,us-central1,project123,k8s_cluster,2024-12-13T06:54:58.0000Z
consolidated_event_277_454183,allow,,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_277_461389,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,user@company.com,io.k8s.get,apis/networking.k8s.io/v1/networkpolicies,io.k8s.get,220.86.164.254,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36 Edg/115.0.1901.203",apis/networking.k8s.io/v1/networkpolicies,k8s.io,7,"forbidden: User ""user@company.com"" cannot get path ""apis/networking.k8s.io/v1/networkpolicies""",2024-08-13T12:21:12.0000Z,dev-cluster,us-central1,project123,k8s_cluster,2024-08-13T12:17:44.0000Z
